epoch,batch,train_loss,train_accuracy,train_precision,train_recall,train_f1-score
1,1,4.26589,0.03125,0.030303030303030304,0.030303030303030304,0.030303030303030304
1,2,4.425497,0.0,0.0,0.0,0.0
1,3,4.560561,0.03125,0.0014285714285714286,0.03571428571428571,0.0027472527472527475
1,4,4.8622885,0.0,0.0,0.0,0.0
1,5,4.4825683,0.0,0.0,0.0,0.0
1,6,5.339822,0.0,0.0,0.0,0.0
1,7,4.9407506,0.0,0.0,0.0,0.0
1,8,5.0221033,0.0,0.0,0.0,0.0
1,9,5.131586,0.03125,0.037037037037037035,0.037037037037037035,0.037037037037037035
1,10,4.795996,0.03125,0.0013736263736263735,0.038461538461538464,0.002652519893899204
1,11,4.5507092,0.125,0.05851851851851852,0.1111111111111111,0.06721536351165981
1,12,4.8319836,0.0625,0.020833333333333332,0.07692307692307693,0.028717948717948714
1,13,4.302237,0.03125,0.03225806451612903,0.03225806451612903,0.03225806451612903
1,14,4.369966,0.03125,0.004166666666666667,0.03333333333333333,0.007407407407407407
1,15,4.226068,0.0625,0.0404040404040404,0.045454545454545456,0.03535353535353535
1,16,4.4536495,0.0625,0.06451612903225806,0.06451612903225806,0.06451612903225806
1,17,4.191062,0.0,0.0,0.0,0.0
1,18,4.0891943,0.0,0.0,0.0,0.0
1,19,4.0921917,0.0625,0.05434782608695652,0.05797101449275362,0.0391304347826087
1,20,4.196726,0.0625,0.03571428571428571,0.06666666666666667,0.03777777777777778
1,21,4.231966,0.0625,0.03415559772296015,0.06451612903225806,0.035842293906810034
1,22,4.3840356,0.0,0.0,0.0,0.0
1,23,4.43385,0.03125,0.006666666666666667,0.03333333333333333,0.01111111111111111
1,24,4.075513,0.0,0.0,0.0,0.0
1,25,3.6078467,0.15625,0.16666666666666666,0.10555555555555556,0.12222222222222222
1,26,3.6475215,0.1875,0.10740740740740741,0.13333333333333333,0.11212121212121212
1,27,4.0493298,0.0625,0.0196078431372549,0.0196078431372549,0.0196078431372549
1,28,4.150524,0.15625,0.07616487455197132,0.12903225806451613,0.07849462365591399
1,29,3.8570266,0.09375,0.06597222222222222,0.078125,0.058333333333333334
1,30,4.1582336,0.0625,0.06060606060606061,0.045454545454545456,0.0505050505050505
1,31,3.7335377,0.15625,0.11458333333333333,0.125,0.11875
1,32,3.7509942,0.21875,0.10964912280701752,0.17105263157894737,0.12593984962406013
1,33,3.5484273,0.15625,0.11428571428571428,0.10714285714285714,0.1019047619047619
1,34,3.6448095,0.15625,0.06249999999999999,0.09375,0.071875
1,35,3.5693145,0.28125,0.13709677419354838,0.16129032258064516,0.14193548387096774
1,36,3.5250454,0.21875,0.1082375478927203,0.15517241379310345,0.12058516196447232
1,37,3.9979384,0.15625,0.1021505376344086,0.16129032258064516,0.11674347158218125
1,38,3.495417,0.09375,0.08620689655172414,0.10344827586206896,0.09195402298850575
1,39,3.6669319,0.125,0.08823529411764706,0.08823529411764706,0.08823529411764706
1,40,3.6790848,0.09375,0.06473214285714286,0.078125,0.056249999999999994
1,41,3.5567234,0.1875,0.12058371735791089,0.1935483870967742,0.13333333333333333
1,42,3.500303,0.1875,0.11458333333333333,0.125,0.11354166666666665
1,43,3.7011154,0.1875,0.1527777777777778,0.1527777777777778,0.14814814814814814
1,44,3.2781715,0.28125,0.16203703703703703,0.19444444444444445,0.1611111111111111
1,45,3.3239985,0.28125,0.14955357142857142,0.203125,0.1597222222222222
1,46,3.4174347,0.15625,0.14285714285714285,0.14285714285714285,0.14285714285714285
1,47,3.279546,0.375,0.2388888888888889,0.34375,0.26145833333333335
1,48,3.7042537,0.125,0.09285714285714286,0.11428571428571428,0.09714285714285714
