类别,precision,recall,f1-score,support,accuracy,AP,AUC
museum,0.5,0.4444444444444444,0.4705882352941176,18.0,0.4444444444444444,0.517383616673005,0.9501133786848073
nursery,0.9285714285714286,0.8125,0.8666666666666667,16.0,0.8125,0.9770833333333332,0.9995756547041708
office,0.625,0.625,0.625,16.0,0.625,0.8017566676276087,0.9841173617846751
operating_room,0.6,0.6,0.6,15.0,0.6,0.7236422972898381,0.9811369509043928
pantry,0.7368421052631579,0.875,0.8,16.0,0.875,0.9540625,0.9990300678952474
poolinside,1.0,0.875,0.9333333333333332,16.0,0.875,1.0,1.0
prisoncell,0.7333333333333333,0.6875,0.7096774193548387,16.0,0.6875,0.751928093598986,0.9877546071774976
restaurant,0.6153846153846154,0.5,0.5517241379310345,16.0,0.5,0.6367283225949287,0.9830261881668283
restaurant_kitchen,0.6666666666666666,0.6666666666666666,0.6666666666666666,18.0,0.6666666666666666,0.8210885400216799,0.995248893208077
shoeshop,0.7,0.4666666666666667,0.56,15.0,0.4666666666666667,0.6550294830914869,0.9675710594315245
stairscase,0.9230769230769232,0.75,0.8275862068965517,16.0,0.75,0.922424472506394,0.9980601357904946
studiomusic,0.875,0.9333333333333332,0.9032258064516128,15.0,0.9333333333333332,0.9722667528549882,0.9996124031007751
subway,0.5909090909090909,0.8125,0.6842105263157895,16.0,0.8125,0.8247158600759145,0.9975751697381183
toystore,0.5416666666666666,0.7647058823529411,0.6341463414634146,17.0,0.7647058823529411,0.6957604490831173,0.9906910336950314
trainstation,0.5833333333333334,0.4666666666666667,0.5185185185185185,15.0,0.4666666666666667,0.6010623123123123,0.983139534883721
tv_studio,0.5714285714285714,0.5714285714285714,0.5714285714285714,14.0,0.5714285714285714,0.6528222883356241,0.9902503111602821
videostore,0.65,0.7647058823529411,0.7027027027027027,17.0,0.7647058823529411,0.7810826602500166,0.9949171901770417
waitingroom,0.7692307692307693,0.625,0.6896551724137931,16.0,0.625,0.7270778167034424,0.99139185257032
warehouse,0.8,0.75,0.7741935483870968,16.0,0.75,0.8495935681965094,0.9951503394762367
winecellar,0.9333333333333332,0.875,0.9032258064516128,16.0,0.875,0.8801598845143928,0.9944228903976722
macro avg,0.7259939005084088,0.7132513606284457,0.7109795848710759,1047.0,0.7132513606284457,0.7870749503903345,0.9892021914299398
weighted avg,0.7269628801086677,0.7125119388729704,0.7113237156401561,1047.0,0.7125119388729704,0.7875571648825049,0.9891815104931523
