类别,precision,recall,f1-score,support,accuracy,AP,AUC
Bedroom,0.7764705882352941,0.717391304347826,0.7457627118644068,92.0,0.717391304347826,0.8800475122562327,0.9935997191277779
Coast,0.8829268292682927,0.8701923076923077,0.8765133171912833,208.0,0.8701923076923077,0.9539367273880868,0.9937555260831124
Forest,0.9467455621301776,0.8791208791208791,0.9116809116809116,182.0,0.8791208791208791,0.9760362289866642,0.9977882181426025
Highway,0.8787878787878788,0.90625,0.8923076923076924,128.0,0.90625,0.9516767753568064,0.9931679600886919
Industrial,0.8959537572254336,0.9226190476190476,0.9090909090909092,168.0,0.9226190476190476,0.9493145751254756,0.9939051918735892
InsideCity,0.9085365853658536,0.8975903614457831,0.9030303030303032,166.0,0.8975903614457831,0.9628970313776346,0.9969893104216596
Kitchen,0.8723404255319149,0.9318181818181818,0.9010989010989012,88.0,0.9318181818181818,0.9720520752787428,0.9983264012675778
LivingRoom,0.81875,0.8675496688741722,0.842443729903537,151.0,0.8675496688741722,0.898627459179505,0.9929709938522158
Mountain,0.962566844919786,0.821917808219178,0.8866995073891626,219.0,0.821917808219178,0.9744043848515778,0.9974404746832772
Office,0.9247311827956988,0.9347826086956522,0.9297297297297298,92.0,0.9347826086956522,0.9849425812351622,0.9993167972975537
OpenCountry,0.7386759581881533,0.8548387096774194,0.7925233644859813,248.0,0.8548387096774194,0.8853800036535839,0.9830399637380072
Store,0.9583333333333334,0.936046511627907,0.9470588235294116,172.0,0.936046511627907,0.987661456791727,0.9989902495976777
Street,0.8853503184713376,0.9084967320261438,0.896774193548387,153.0,0.9084967320261438,0.9692973667840216,0.9975937161112577
Suburb,0.9821428571428572,0.9821428571428572,0.9821428571428572,112.0,0.9821428571428572,0.9985230461907476,0.9999253003711392
TallBuilding,0.9796954314720812,0.946078431372549,0.9625935162094764,204.0,0.946078431372549,0.9860672391380968,0.9975816393560637
macro avg,0.894133836857873,0.8917890273119936,0.8919633645468635,2383.0,0.8917890273119936,0.9553909642396042,0.9956260974674803
weighted avg,0.8941795941227267,0.8900545530843474,0.8908686646091665,2383.0,0.8900545530843474,0.9543229544447456,0.9950608011776774
