epoch,batch,train_loss,train_accuracy,train_precision,train_recall,train_f1-score
1,1,4.359078,0.0,0.0,0.0,0.0
1,2,4.244396,0.0625,0.04301075268817204,0.04838709677419355,0.04516129032258064
1,3,4.406176,0.0,0.0,0.0,0.0
1,4,4.6649504,0.0,0.0,0.0,0.0
1,5,4.654444,0.03125,0.014705882352941176,0.014705882352941176,0.014705882352941176
1,6,4.3071413,0.03125,0.010416666666666666,0.015625,0.0125
1,7,4.755288,0.03125,0.0030864197530864196,0.027777777777777776,0.005555555555555556
1,8,4.646927,0.0,0.0,0.0,0.0
1,9,4.7928185,0.0,0.0,0.0,0.0
1,10,4.3411646,0.0,0.0,0.0,0.0
1,11,4.732526,0.0,0.0,0.0,0.0
1,12,4.168338,0.03125,0.0026881720430107525,0.03225806451612903,0.004962779156327543
1,13,4.1401134,0.09375,0.0472972972972973,0.06756756756756757,0.05135135135135135
1,14,4.3387046,0.03125,0.009523809523809523,0.02857142857142857,0.014285714285714285
1,15,4.154214,0.0625,0.020833333333333332,0.041666666666666664,0.025
1,16,3.993383,0.0625,0.027777777777777776,0.05555555555555555,0.037037037037037035
1,17,4.0905676,0.03125,0.027777777777777776,0.013888888888888888,0.018518518518518517
1,18,4.272357,0.03125,0.00980392156862745,0.029411764705882353,0.014705882352941176
1,19,4.2799296,0.0,0.0,0.0,0.0
1,20,4.075021,0.0,0.0,0.0,0.0
1,21,4.3652596,0.03125,0.002028397565922921,0.034482758620689655,0.0038314176245210726
1,22,4.4380093,0.0,0.0,0.0,0.0
1,23,4.104212,0.03125,0.0026881720430107525,0.016129032258064516,0.004608294930875576
1,24,4.173488,0.0,0.0,0.0,0.0
1,25,4.280151,0.0,0.0,0.0,0.0
1,26,3.9810026,0.0625,0.05714285714285714,0.04285714285714286,0.047619047619047616
1,27,3.7811275,0.125,0.07870370370370369,0.09722222222222222,0.08333333333333333
1,28,3.9131107,0.03125,0.030303030303030304,0.007575757575757576,0.012121212121212121
1,29,4.382117,0.0,0.0,0.0,0.0
1,30,4.012372,0.0625,0.02702702702702703,0.02702702702702703,0.02702702702702703
1,31,4.3739014,0.0,0.0,0.0,0.0
1,32,3.809286,0.0625,0.02564102564102564,0.038461538461538464,0.029914529914529912
1,33,3.9781728,0.125,0.08333333333333333,0.0784313725490196,0.06372549019607843
1,34,3.9870543,0.0625,0.007882882882882882,0.05405405405405406,0.013728013728013726
1,35,3.9633024,0.0625,0.04411764705882353,0.04411764705882353,0.04411764705882353
1,36,3.7917018,0.125,0.050595238095238096,0.09375,0.06076388888888889
1,37,3.8838735,0.1875,0.11818181818181818,0.12626262626262624,0.11616161616161615
1,38,3.8096442,0.125,0.12903225806451613,0.11290322580645161,0.11827956989247311
1,39,3.5879905,0.1875,0.10947712418300654,0.12745098039215685,0.10383244206773619
1,40,3.926169,0.03125,0.02702702702702703,0.02702702702702703,0.02702702702702703
1,41,3.7105854,0.09375,0.07291666666666667,0.09375,0.078125
1,42,3.7397425,0.09375,0.09090909090909091,0.07575757575757576,0.0808080808080808
1,43,3.7533092,0.0625,0.01893939393939394,0.06060606060606061,0.026936026936026935
1,44,3.8677297,0.0625,0.03,0.05,0.03333333333333333
1,45,3.7315638,0.09375,0.0546875,0.078125,0.06249999999999999
1,46,3.7400115,0.21875,0.125,0.14705882352941177,0.1196078431372549
1,47,3.8308914,0.21875,0.1717171717171717,0.16666666666666666,0.16565656565656567
1,48,3.5890787,0.21875,0.1375,0.14166666666666666,0.13666666666666666
1,49,3.7505212,0.21875,0.17592592592592593,0.16666666666666666,0.16203703703703706
1,50,3.4047642,0.1875,0.12797619047619047,0.12797619047619047,0.11020408163265306
1,51,3.6529706,0.21875,0.13229166666666664,0.1875,0.14434523809523808
1,52,3.8595471,0.21875,0.10606060606060606,0.18181818181818182,0.12525252525252523
1,53,3.7650173,0.09375,0.0625,0.0625,0.05833333333333333
1,54,3.8606079,0.09375,0.05526315789473685,0.07894736842105263,0.057416267942583726
1,55,3.6386461,0.1875,0.12009803921568629,0.14705882352941177,0.1218487394957983
