类别,precision,recall,f1-score,support,accuracy,AP,AUC
Bedroom,0.75,0.8152173913043478,0.78125,92.0,0.8152173913043478,0.8765503049431277,0.9936613971495265
Coast,0.8189655172413793,0.9134615384615384,0.8636363636363636,208.0,0.9134615384615384,0.9484394912007296,0.9929155614500442
Forest,0.9148936170212766,0.945054945054945,0.9297297297297298,182.0,0.945054945054945,0.9583063919575509,0.9964576541132653
Highway,0.8846153846153846,0.8984375,0.8914728682170543,128.0,0.8984375,0.9543708434320228,0.9953921840354767
Industrial,0.8232044198895028,0.8869047619047619,0.8538681948424068,168.0,0.8869047619047619,0.93452043021648,0.9931178114586693
InsideCity,0.8411764705882353,0.8614457831325302,0.8511904761904762,166.0,0.8614457831325302,0.9324720086101774,0.9943807707147942
Kitchen,0.8137254901960784,0.9431818181818182,0.8736842105263158,88.0,0.9431818181818182,0.9605436346922072,0.9964200831847889
LivingRoom,0.873015873015873,0.7284768211920529,0.7942238267148014,151.0,0.7284768211920529,0.9000161234683334,0.9921283438961286
Mountain,0.926829268292683,0.867579908675799,0.8962264150943396,219.0,0.867579908675799,0.9614147086695708,0.995731311034023
Office,0.934065934065934,0.9239130434782608,0.9289617486338798,92.0,0.9239130434782608,0.9853823123030292,0.9993073083711309
OpenCountry,0.8287037037037037,0.7217741935483871,0.771551724137931,248.0,0.7217741935483871,0.8732287398019982,0.9814043967666389
Store,0.9534883720930232,0.9534883720930232,0.9534883720930232,172.0,0.9534883720930232,0.9865837511115356,0.99919272558981
Street,0.89171974522293,0.915032679738562,0.9032258064516128,153.0,0.915032679738562,0.9716224551162272,0.9978516369178464
Suburb,0.956140350877193,0.9732142857142856,0.9646017699115044,112.0,0.9732142857142856,0.9967156073613752,0.9998309429452098
TallBuilding,0.9547738693467336,0.931372549019608,0.9429280397022332,204.0,0.931372549019608,0.9860434223594688,0.9980698107604676
macro avg,0.8776878677446621,0.8852370394333281,0.8800026363921114,2383.0,0.8852370394333281,0.9484140150162556,0.995057462559188
weighted avg,0.8800570774693047,0.8787242971044902,0.877909922703725,2383.0,0.8787242971044901,0.9465424683732966,0.9943875793438558
