val_loss,val_accuracy,val_precision,val_recall,val_f1-score
3.424292802810669,0.8427635497319833,0.8479185100300378,0.8428045079343793,0.8409489879099271
3.375911235809326,0.8457415128052412,0.8488253707692244,0.8457025370057394,0.8450876153135249
3.34983229637146,0.8499106611078022,0.8557288844453148,0.8497327274243146,0.8494401888653749
3.335411310195923,0.848719475878499,0.852384439012821,0.8485298892408156,0.8470994196167702
3.3301074504852295,0.8570577724836212,0.8608563278161001,0.8568191308633906,0.8558905229597498
3.3276612758636475,0.8582489577129243,0.8616543279308926,0.8579495523936717,0.8574128945441654
3.3266563415527344,0.8534842167957117,0.8566350330376636,0.8532726302031377,0.8524809869205764
3.321157693862915,0.8528886241810602,0.8563648725530636,0.8526662291430163,0.8522074674029441
3.320294141769409,0.8576533650982728,0.8607524507458199,0.8575116760937264,0.8568700780852532
3.317937135696411,0.8612269207861822,0.865648087521857,0.8609385062598185,0.8600705344495159
3.318201780319214,0.8600357355568791,0.8643841552313513,0.8598884467188431,0.8595684086081121
3.321232318878174,0.8582489577129243,0.8629876753568813,0.8580721243036097,0.8576742808846342
3.3177692890167236,0.8606313281715307,0.8640568237208839,0.8605150131348833,0.8600046358795701
3.3190062046051025,0.8612269207861822,0.8646820159038757,0.8610378720061994,0.8605494367209295
3.31850266456604,0.8606313281715307,0.8636995767843466,0.8604543776752664,0.8600458830062103
3.3198695182800293,0.8606313281715307,0.8632990149612964,0.860496148769669,0.8600298274825223
3.3203518390655518,0.8606313281715307,0.8645361401596398,0.8604732420404805,0.8602972193005455
3.320349931716919,0.8606313281715307,0.8639863478044717,0.8604516363019964,0.8600140834718082
3.3211700916290283,0.8594401429422275,0.8633781946184186,0.8593036513972055,0.8589565959529203
3.3199028968811035,0.8582489577129243,0.861371506410787,0.8580922896595281,0.8575550573074244
3.319885015487671,0.8600357355568791,0.8636326111499292,0.8598884467188431,0.8595805134892464
3.319122791290283,0.8600357355568791,0.8634015066151863,0.8598884467188431,0.8595218180964889
3.3201115131378174,0.8606313281715307,0.8638925702464179,0.8605150131348832,0.8600907231256248
3.3205912113189697,0.8606313281715307,0.8641054358744378,0.8605150131348832,0.860187881698344
3.321054220199585,0.8612269207861822,0.8644563221179524,0.8610998084565206,0.8606979165996014
3.3208227157592773,0.8606313281715307,0.8638925702464179,0.8605150131348832,0.8600907231256248
3.3209705352783203,0.8612269207861822,0.8645326747048918,0.8610998084565206,0.8607096169775161
3.320937156677246,0.8606313281715307,0.8638390381673351,0.8605150131348832,0.8601503125177533
3.321441888809204,0.8606313281715307,0.8638796889641868,0.8605150131348832,0.8601544319347965
3.3215222358703613,0.8612269207861822,0.8645326747048918,0.8610998084565206,0.8607096169775161
